zinc_id,smiles
ZINC000003979027,C#CCCCCCCCCCCC[C@@H](O)C[C@@H](O)CO
ZINC000003979032,C=CCCCCCCCCCCC[C@@H](O)C[C@@H](O)COC(C)=O
ZINC000003979034,C=CCCCCCCCCCCC[C@@H](O)C[C@H](O)COC(C)=O
ZINC000003979035,C=CCCCCCCCCCCC[C@H](O)C[C@@H](O)COC(C)=O
ZINC000003979036,C=CCCCCCCCCCCC[C@H](O)C[C@H](O)COC(C)=O
ZINC000003979050,C=CCCCCCCCCCCC[C@H](O)C[C@H](O)CO
ZINC000003979051,C=CCCCCCCCCCCC[C@@H](O)C[C@H](O)CO
ZINC000003979053,C=CCCCCCCCCCCC[C@H](O)C[C@@H](O)CO
ZINC000003979055,C=CCCCCCCCCCCC[C@@H](O)C[C@@H](O)CO
ZINC000003982136,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)OC=C2C(=O)OCC[C@H]21
ZINC000003982483,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
ZINC000003984017,CC(C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000003995861,CC(C)(O)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C
ZINC000003999904,CCOc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4CC)c2c1
ZINC000004019716,C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
ZINC000004023243,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O
ZINC000004025583,CC(C)[C@@H]1NC(=O)[C@H](C(C)C)NC1=O
ZINC000004026203,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O
ZINC000004026502,O=C1CNC(=O)[C@H](Cc2ccccc2)N1
ZINC000004026870,C=C1C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2[C@H](C)C(=O)C[C@@H]12
ZINC000004027246,COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O
ZINC000004027427,O=Cc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004038341,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
ZINC000004064351,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)[C@H](O)CC1
ZINC000004081510,COc1cc(C=O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004095564,O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1
ZINC000004095850,COc1cc(O)c2c(c1)C[C@@H](C)OC2=O
ZINC000004095887,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@H]1O
ZINC000004096022,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000004096134,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321
ZINC000004096644,O=C(O)/C=C/c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004097187,C[C@@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@@]32CN1C
ZINC000004097188,C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C
ZINC000004097383,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1
ZINC000004097481,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000004097581,C=C[C@H](O)C/C(=N/OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004097583,C=CC/C(=N/OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004097785,COC1=C[C@@H](C)[C@@H]2C[C@H]3O[C@@H](O)C[C@H]4C(C)=C(OC)C(=O)[C@H]([C@@]2(C)C1=O)[C@@]34C
ZINC000004097786,COC1=C[C@@H](C)[C@@H]2C[C@H]3O[C@H](O)C[C@H]4C(C)=C(OC)C(=O)[C@H]([C@@]2(C)C1=O)[C@@]34C
ZINC000004097787,CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]12C
ZINC000004097789,CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321
ZINC000004097797,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
ZINC000004097799,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
ZINC000004097803,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
ZINC000004097881,CC(=O)O[C@@H]1C[C@]2(C)[C@H](CC[C@@H](O)[C@]2(C)O)[C@@](C=O)(C[C@@H](O)c2ccoc2)[C@@H]1C
ZINC000004097895,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
ZINC000004097913,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
ZINC000004097967,CC[C@@]12CCCN(CCc3c([nH]c4ccccc34)CC1)C2
ZINC000004097999,CC1=C2C(=CC1)[C@@](C)(O)CC[C@H]1[C@H](C)C(=O)O[C@H]21
ZINC000004098025,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3[C@@H](O)C[C@@]2(C)C=CC1=O
ZINC000004098037,C=C(C(=O)O[C@H]1C/C(C)=C/CC/C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12)[C@@H](O)CO
ZINC000004098049,C=C(CO)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H](O)C(=C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12
ZINC000004098120,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12
ZINC000004098133,C=C1C(=O)O[C@@H]2[C@H]3C(CO)=CC(=O)C3=C(C)C[C@H](O)[C@@H]12
ZINC000004098166,C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C
ZINC000004098178,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2C(C)=CC[C@H]1O
ZINC000004098322,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)ccc1O
ZINC000004098340,C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004098348,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1
ZINC000004098354,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCC[C@]21O
ZINC000004098356,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12
ZINC000004098408,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2
ZINC000004098415,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)NCC[C@H]21
ZINC000004098453,C[C@H](CCc1ccc(O)cc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004098610,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12
ZINC000004099200,COc1ccnc(C[S@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
ZINC000004102229,CCCC(=O)N[C@@H]1CCOC1=O
ZINC000004102230,CCCC(=O)N[C@H]1CCOC1=O
ZINC000004102231,CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O
ZINC000004102435,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ZINC000004126179,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=C2O
ZINC000004175523,O=C(/C=C/c1ccccc1)c1ccc(O)cc1
ZINC000004201163,OC[C@H]1O[C@@H](Oc2ccc3ccccc3c2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000004212305,CC1(C)[C@H]2CC[C@]1(C)C(=O)[C@H]2S(=O)(=O)O
ZINC000004213008,O=C(Nc1ccccc1)OC[C@@H](CN1CCCCC1)OC(=O)Nc1ccccc1
ZINC000004213060,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3
ZINC000004213094,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc21
ZINC000004213453,C[C@@H](I)[C@@H]1OC[C@@H](CO)O1
ZINC000004213943,C=C(Br)C[C@]1(C(C)C)C(=O)NC(=O)N(C)C1=O
ZINC000004214775,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
ZINC000004215661,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
ZINC000004217285,CC1(c2ccccc2)C(=O)NC(=O)NC1=O
ZINC000004217287,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
ZINC000004217476,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
ZINC000004245650,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O
ZINC000004245652,O=C(Nc1ccccc1)OC[C@H](CN1CCCCC1)OC(=O)Nc1ccccc1
ZINC000004252550,O=C(/C=C/c1cccc(O)c1)c1ccccc1O
ZINC000004252698,O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O
ZINC000004252709,O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O
ZINC000004252715,O=C(/C=C/c1ccc(O)cc1)c1cc(O)ccc1O
ZINC000004258316,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
ZINC000004261816,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@@H]1[C@H]6[C@H]5C[C@H]43
ZINC000004262103,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004262348,CCc1cnccn1
ZINC000004349794,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004365656,CCOc1ccc2nccc([C@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4CC)c2c1
ZINC000004416595,CC1=CC(=O)C[C@H](C(C)C)C1
ZINC000004416974,CCN(CC)C[C@H](O)CNc1c2ccc(Cl)cc2nc2ccc(OC)cc12
ZINC000004428529,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ZINC000004468725,COCC1=C(C(=O)O[C@H](C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1
ZINC000004474564,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
ZINC000004521487,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@H]1O
ZINC000004528568,CC(=O)OC/C=C(/C)CCC=C(C)C
ZINC000004544767,COc1cc2ccc(=O)oc2c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1O
ZINC000004544768,COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1O
ZINC000004556665,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O
ZINC000004556667,CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O
ZINC000004557100,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](O)CO
ZINC000004557101,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)CO
ZINC000004623761,OC/C=C\c1ccccc1
ZINC000004626710,C=C[C@H]1CNCC[C@@H]1CCC(=O)c1ccnc2ccc(OC)cc12
ZINC000004640636,CCCc1cc(=O)[nH]c(=S)[nH]1
ZINC000004654665,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
ZINC000004654795,O=C(C[S@@](=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
ZINC000004658560,C[C@H](O)C(=O)O
ZINC000004658562,C[C@@H](O)C(=O)O
ZINC000004676424,COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
ZINC000004693574,COc1ccc2nc([S@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
ZINC000004693575,COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
ZINC000004716359,CNC(N)=S
ZINC000004726182,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@@H]2S(=O)(=O)O
ZINC000004743013,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1
ZINC000004802968,NC(=O)N/N=C\c1ccc([N+](=O)[O-])o1
ZINC000004803221,O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1C[C@H](O)CCN1C3
ZINC000004811698,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
ZINC000004899654,C[C@H]1NC(=O)[C@@H]2CCCN2C1=O
ZINC000004899706,C[C@@H]1NC(=O)CNC1=O
ZINC000004899789,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O
ZINC000004916495,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O
ZINC000005037820,Cc1cc(=O)[nH]c(=S)[nH]1
ZINC000005082112,COc1cc2c(cc1O)[C@@H](Cc1ccc(OC)c(OC)c1)N(C)CC2
ZINC000005114363,CC(C)=CCC(=O)[C@@]1(O)C(O)=C(C(=O)C(C)C)C(=O)[C@H]1CC=C(C)C
ZINC000005114367,CC(C)=CCC(=O)[C@]1(O)C(O)=C(C(=O)C(C)C)C(=O)[C@H]1CC=C(C)C
ZINC000005114391,CC(C)=CCC(=O)[C@@]1(O)C(O)=C(C(=O)CC(C)C)C(=O)[C@H]1CC=C(C)C
ZINC000005114398,CC(C)=CCC(=O)[C@]1(O)C(O)=C(C(=O)CC(C)C)C(=O)[C@H]1CC=C(C)C
ZINC000005115034,CC[C@H](C)C(=O)C1=C(O)[C@](O)(C(=O)CC=C(C)C)[C@H](CC=C(C)C)C1=O
ZINC000005115037,CC[C@H](C)C(=O)C1=C(O)[C@@](O)(C(=O)CC=C(C)C)[C@H](CC=C(C)C)C1=O
ZINC000005115855,C[C@@H](Cc1ccccc1)N(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1C
ZINC000005115943,C[C@H](Cc1ccccc1)N(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1C
ZINC000005125148,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C\CC[C@@]1(C)O[C@@H]21
ZINC000005127810,O=c1cc[nH]c(=S)[nH]1
ZINC000005132481,C=C1C(=O)O[C@@H]2/C=C(/C)CC[C@@H](O)C(=C)CC[C@@H]12
ZINC000005133576,O=C1CCCCCN1
ZINC000005141311,C=C[C@@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
ZINC000005158018,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCC[C@@]21O
ZINC000005158937,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1
ZINC000005191431,O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1C[C@@H](O)CCN1C3
ZINC000005193039,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
ZINC000005194015,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
ZINC000005195189,C=C(C)[C@H]1[C@H]2C[C@]3(C)[C@]4(CO4)[C@H]4O[C@H]4[C@]3(O)[C@@H]1C(=O)O2
ZINC000005195402,CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C\CO)CO
ZINC000005223946,CC1=C2[C@@H]3OC(=O)[C@H](C)[C@H]3CC[C@@]2(C)C=CC1=O
ZINC000005224188,CS(C)=O
ZINC000005226611,C=C[C@@H]1CNC(=S)O1
ZINC000005226613,C=C[C@H]1CNC(=S)O1
ZINC000005273905,N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)O
ZINC000005273906,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)O
ZINC000005276019,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C
ZINC000005282658,C=C1C[C@@H]2OC(=O)C(=C)[C@H]2[C@H](O)/C=C(\C)CC[C@@H]1O
ZINC000005356858,CC(C)(CO)[C@H](O)C(=O)NCCC(=O)O
ZINC000005356910,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
ZINC000005411474,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000005447609,CC/C=C(/C)C1(CC)C(=O)NC(=O)NC1=O
ZINC000005480234,C=C1C(=O)O[C@H]2CC(=C)[C@H](O)CC/C(C)=C/[C@@H](O)[C@H]12
ZINC000005493319,C=C1C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]2[C@@H](C)C(=O)C[C@@H]12
ZINC000005493320,C=C1C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]2[C@H](C)C(=O)C[C@@H]12
ZINC000005493322,C=C1C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2[C@@H](C)C(=O)C[C@@H]12
ZINC000005497529,CC1=CC(=O)C[C@@H](C(C)C)C1
ZINC000005514900,CCCCC1(CC)C(=O)NC(=O)NC1=O
ZINC000005534515,CC1=C2[C@@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O
ZINC000005534601,CC1=C2[C@@H]3OC(=O)[C@@H](C)[C@H]3CC[C@@]2(C)C=CC1=O
ZINC000005599913,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@H](O)C3
ZINC000005651051,CC[C@@H](C)C(=O)O[C@@H]1C[C@H](C)CC[C@@H]1C(C)C
ZINC000005651052,CC[C@@H](C)C(=O)O[C@H]1C[C@H](C)CC[C@@H]1C(C)C
ZINC000005651105,C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O
ZINC000005651377,CC[C@H](C)C(=O)O[C@@H]1C[C@H](C)CC[C@@H]1C(C)C
ZINC000005651379,CC[C@H](C)C(=O)O[C@H]1C[C@H](C)CC[C@@H]1C(C)C
ZINC000005651434,C=CCC1([C@@H](C)CC)C(=O)NC(=O)NC1=O
ZINC000005651565,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
ZINC000005651594,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
ZINC000005732375,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1
ZINC000005751636,C[C@H]([C@H](O)c1ccccc1)N(C)C/C=C/c1ccccc1
ZINC000005760061,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC1=O
ZINC000005761412,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC1=O
ZINC000005761413,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O
ZINC000005766380,CC1=C(C=O)C(C)(C)C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1
ZINC000005766676,C=C1C(=O)O[C@@H]2[C@H]3C(COC(=O)Cc4ccc(O)cc4)=CC(=O)C3=C(C)C[C@H](O)[C@@H]12
ZINC000005783214,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12
ZINC000005784821,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12
ZINC000005842416,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12
ZINC000005848410,CCN(CC)C[C@@H](O)CNc1c2ccc(Cl)cc2nc2ccc(OC)cc12
ZINC000005998557,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O
ZINC000005999205,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O
ZINC000006020637,C[C@H](O)CCOCC[C@@H](C)O
ZINC000006020638,C[C@H](O)CCOCC[C@H](C)O
ZINC000006020761,CNC[C@H](C)C1CCCCC1
ZINC000006021033,C[C@H](N)Cc1ccccc1
ZINC000006021043,CN[C@@H](C)Cc1ccccc1
ZINC000006030256,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C
ZINC000006030496,CC(C)[C@@H]1NC(=O)[C@@H](C)NC1=O
ZINC000006031603,C[C@H]1C[C@@]23[C@H]4CCCN2CCC[C@@]3(CCC4=O)C1
ZINC000006032324,C[C@@]12C[C@@H](c3ccoc3)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@@H]2C=C[C@@]1(O)C(=O)O2
ZINC000006036443,C[C@@H](O)CCOCC[C@@H](C)O
ZINC000006036579,CNC[C@@H](C)C1CCCCC1
ZINC000006036847,C[C@@H](N)Cc1ccccc1
ZINC000006037250,CC(C)[C@@H]1NC(=O)[C@H](C)NC1=O
ZINC000006037251,C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O
ZINC000006066742,C[C@@H]1C[C@@]23[C@H]4CCCN2CCC[C@@]3(CCC4=O)C1
ZINC000006069162,Cc1nccc2c1[nH]c1ccccc12
ZINC000006072527,O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000006092199,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12
ZINC000006093351,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12
ZINC000006093399,O=c1c(-c2ccc(O)cc2)coc2c(O)c(O)ccc12
ZINC000006095202,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1C(=O)O
ZINC000006095405,O=S(=O)(O)c1ccccc1OCO
ZINC000006095498,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12
ZINC000006095504,O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12
ZINC000006095582,O=C(/C=C/c1ccccc1)O[C@H]1CCN2C[C@@H]3C[C@@H](CN4C(=O)CCC[C@H]34)[C@@H]2C1
ZINC000006116014,OC[C@H]1O[C@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000006205881,CCOC(=O)CC(=O)c1ccccc1
ZINC000006363705,CC(C)(C#N)O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000006363708,CC(C)(C#N)O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000006484901,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
ZINC000006525297,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12
ZINC000006536276,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12
ZINC000006627681,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
ZINC000006634471,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@]13CC=C(C)[C@@H]23
ZINC000006645452,O=C(O)C(O)(c1ccccc1)c1ccccc1
ZINC000006655700,CCCCCC(=O)N[C@H]1CCOC1=O
ZINC000006661227,N[C@@H](Cc1c[nH]cn1)C(=O)O
ZINC000006661404,N[C@H](Cc1c[nH]cn1)C(=O)O
ZINC000006719014,CC1=C2[C@@H]3OC(=O)[C@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O
ZINC000006845076,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
ZINC000006845992,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
ZINC000007974994,COc1cc(C=O)ccc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000008034931,CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc21
ZINC000008076670,C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O
