molecule_chembl_id,std_smiles,standard_type,IC50_nM,pActividad,activo,scaffold,MW,QED
CHEMBL4457018,C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCN(CC)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1,IC50,8.7,8.06048074738138,1,c1cnc(-c2c[nH]c3nc(Nc4ccc(N5CCNCC5)cc4)nc(O[C@@H]4CCCNC4)c23)cn1,582.71,0.25
CHEMBL4458344,C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1,IC50,138.0,6.860120913598763,1,c1cnc(-c2c[nH]c3nc(Nc4ccc(N5CCOCC5)cc4)nc(O[C@@H]4CCCNC4)c23)cn1,555.64,0.277
CHEMBL5922445,C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3cccc(OC)c3)ncc2F)C1,IC50,550.0,6.259637310505756,1,c1ccc(Nc2nccc(O[C@@H]3CCCNC3)n2)cc1,372.4,0.786
CHEMBL5879790,C=CC(=O)N1CCC[C@@H](Sc2nc(Nc3cccc(OC)c3)ncc2F)C1,IC50,1000.0,5.999999999999999,0,c1ccc(Nc2nccc(S[C@@H]3CCCNC3)n2)cc1,388.47,0.602
CHEMBL5966417,C=CC(=O)N1CCC[C@@H](c2nc(-c3ccc(Oc4cccc(OC)c4F)cc3)c3cnccn23)C1,IC50,550.0,6.259637310505756,1,c1ccc(Oc2ccc(-c3nc([C@@H]4CCCNC4)n4ccncc34)cc2)cc1,472.52,0.36
CHEMBL4650323,C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1,IC50,74.0,7.130768280269023,1,O=c1n(-c2ccc(Oc3ccccc3)cc2)c2cnccc2n1[C@@H]1CCCNC1,455.52,0.461
CHEMBL2180203,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(C(F)(F)F)cc3)c3c(N)ncnc32)C1,IC50,60.0,7.221848749616355,1,c1ccc(-c2nn([C@@H]3CCCNC3)c3ncncc23)cc1,416.41,0.661
CHEMBL4073960,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)c4ccccc34)c3c(N)ncnc32)C1,IC50,20.0,7.698970004336018,1,c1ccc2c(-c3nn([C@@H]4CCCNC4)c4ncncc34)cccc2c1,416.46,0.514
CHEMBL4062509,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)cc3)c3c(N)ncnc32)C1,IC50,30.0,7.522878745280337,1,c1ccc(-c2nn([C@@H]3CCCNC3)c3ncncc23)cc1,366.4,0.72
CHEMBL4075015,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(N(C)C)c4ccccc34)c3c(N)ncnc32)C1,IC50,210.0,6.6777807052660805,1,c1ccc2c(-c3nn([C@@H]4CCCNC4)c4ncncc34)cccc2c1,441.54,0.486
CHEMBL4072299,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(O)cc3)c3c(N)ncnc32)C1,IC50,3.0,8.522878745280337,1,c1ccc(-c2nn([C@@H]3CCCNC3)c3ncncc23)cc1,364.41,0.689
CHEMBL4068839,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,IC50,5.3,8.275724130399212,1,c1ccc(COc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)nc1,489.97,0.406
CHEMBL4520801,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)c(C(N)=O)c2N)C1,IC50,7.9,8.102372908709558,1,c1ccc(Oc2ccc(-c3ccn([C@@H]4CCCNC4)n3)cc2)cc1,465.94,0.533
CHEMBL5903044,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(Cl)cn4)cc3)c(C(N)=O)c2N)C1,IC50,29.7,7.527243550682786,1,c1ccc(Oc2ccc(-c3ccn([C@@H]4CCCNC4)n3)cc2)nc1,466.93,0.535
CHEMBL6001690,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4)cc3)c3c(N)ncnc32)C1,Kd,54.0,7.267606240177031,1,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,458.5,0.446
CHEMBL4442732,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,IC50,26.0,7.585026652029182,1,c1ccc(Oc2ccc(-c3ccn([C@@H]4CCCNC4)n3)cc2)cc1,467.48,0.537
CHEMBL5549766,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3c(C)ncnc32)C1,IC50,5000.0,5.301029995663981,0,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,507.6,0.306
CHEMBL5556683,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3c(C)ncnc32)CC1,IC50,5000.0,5.301029995663981,0,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@@H]3CCCNCC3)c2n1,521.63,0.283
CHEMBL5527899,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3c(C4CC4)ncnc32)C1,IC50,5000.0,5.301029995663981,0,c1nc(C2CC2)c2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,533.64,0.26
CHEMBL5555041,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3c(CC)ncnc32)C1,IC50,5000.0,5.301029995663981,0,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,521.63,0.278
CHEMBL5566478,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3c(N)ncnc32)C1,IC50,738.0,6.131943638176957,1,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,508.59,0.349
CHEMBL5557512,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3cncnc32)C1,IC50,5000.0,5.301029995663981,0,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,493.57,0.326
CHEMBL5564323,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5cn(C)nc5c4)c(C)c3)c3c(N)ncnc32)C1,IC50,1220.0,5.913640169325252,0,c1ncc2c(-c3ccc(Oc4ccc5c[nH]nc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,508.59,0.349
CHEMBL4215275,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4cccc(OC)c4F)cc3)c3cncc(OC)c32)C1,IC50,550.0,6.259637310505756,1,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ccncc34)cc2)cc1,502.55,0.315
CHEMBL5833546,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)c(Cl)c3)c3c(N)ncnc32)C1,Kd,6.3,8.200659450546418,1,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,474.95,0.414
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,IC50,0.5,9.30102999566398,1,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,440.51,0.467
CHEMBL5518102,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccn(C)c(=O)c4)c(C)c3)c3c(N)ncnc32)C1,IC50,5000.0,5.301029995663981,0,O=c1cc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc[nH]1,485.55,0.431
CHEMBL5561503,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccn5ncnc5c4)c(C)c3)c3c(N)ncnc32)C1,IC50,1396.0,5.855114581712857,0,c1ncc2c(-c3ccc(Oc4ccn5ncnc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,495.55,0.366
CHEMBL5523557,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccn5ncnc5c4)cc3)c3c(N)ncnc32)C1,IC50,2645.0,5.577574323628795,0,c1ncc2c(-c3ccc(Oc4ccn5ncnc5c4)cc3)nn([C@@H]3CCCNC3)c2n1,481.52,0.379
CHEMBL5926524,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ncc(Cl)cc4F)cc3)c(C(N)=O)c2N)C1,IC50,2.9,8.537602002101043,1,c1ccc(Oc2ccc(-c3ccn([C@@H]4CCCNC4)n3)cc2)nc1,484.92,0.514
CHEMBL4090601,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,IC50,1.0,8.999999999999998,1,c1ccc2cc(-c3nn([C@@H]4CCCNC4)c4ncncc34)ccc2c1,398.47,0.533
CHEMBL2180204,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,IC50,30.0,7.522878745280337,1,c1ccc(-c2nn([C@@H]3CCCNC3)c3ncncc23)cc1,416.41,0.661
CHEMBL4100655,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(F)c3)c3c(N)ncnc32)C1,IC50,10.0,8.0,1,c1ccc(-c2nn([C@@H]3CCCNC3)c3ncncc23)cc1,366.4,0.72
CHEMBL4095447,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc4ccccc34)c3c(N)ncnc32)C1,IC50,1.0,8.999999999999998,1,c1ccc2c(-c3nn([C@@H]4CCCNC4)c4ncncc34)cccc2c1,398.47,0.533
CHEMBL4099713,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,IC50,10.0,8.0,1,c1ccc(-c2nn([C@@H]3CCCNC3)c3ncncc23)cc1,348.41,0.734
CHEMBL4534592,C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4cc(C(F)(F)F)cnc4C#N)nn3)c3c(N)ncnc32)C1,IC50,6.0,8.221848749616356,1,c1cncc(-n2cc(-c3nn([C@@H]4CCCNC4)c4ncncc34)nn2)c1,509.46,0.408
CHEMBL4581088,C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4ccc(C(C)=O)cc4)nn3)c3c(N)ncnc32)C1,IC50,1000.0,5.999999999999999,0,c1ccc(-n2cc(-c3nn([C@@H]4CCCNC4)c4ncncc34)nn2)cc1,457.5,0.356
CHEMBL4094959,C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(C)c4ccccc34)c3c(N)ncnc32)C1,IC50,1.9,8.72124639904717,1,c1ccc2c(-c3nn([C@@H]4CCCNC4)c4ncncc34)c[nH]c2c1,401.47,0.533
CHEMBL4584630,C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(Cc4nc5ccc(Cl)cn5c4Br)nn3)c3c(N)ncnc32)C1,IC50,85.0,7.070581074285707,1,c1ccn2cc(Cn3cc(-c4nn([C@@H]5CCCNC5)c5ncncc45)nn3)nc2c1,582.85,0.312
CHEMBL4103201,C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1,IC50,2.0,8.698970004336019,1,c1ncc2c(-c3cnc4[nH]ccc4c3)nn([C@@H]3CCCNC3)c2n1,388.44,0.52
CHEMBL4082783,C=CC(=O)N1CCC[C@@H](n2nc(C#CC3CCCC3)c3c(N)ncnc32)C1,IC50,60.0,7.221848749616355,1,C(#CC1CCCC1)c1nn([C@@H]2CCCNC2)c2ncncc12,364.45,0.652
CHEMBL4069586,C=CC(=O)N1CCC[C@@H](n2nc(C#CCC3CCCC3)c3c(N)ncnc32)C1,IC50,120.0,6.920818753952375,1,C(#Cc1nn([C@@H]2CCCNC2)c2ncncc12)CC1CCCC1,378.48,0.655
CHEMBL5987547,C=CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4cc(CCOC)ccc4o3)c3c(N)ncnc32)C1,IC50,22.9,7.640164517660111,1,O=C(Nc1nc2ccccc2o1)c1nn([C@@H]2CCCNC2)c2ncncc12,490.52,0.371
CHEMBL5900156,C=CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4cc(F)ccc4o3)c3c(N)ncnc32)C1,IC50,84.2,7.074687908500351,1,O=C(Nc1nc2ccccc2o1)c1nn([C@@H]2CCCNC2)c2ncncc12,450.43,0.451
CHEMBL5950889,C=CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4ccc(C#N)cc4o3)c3c(N)ncnc32)C1,IC50,33.3,7.47755576649368,1,O=C(Nc1nc2ccccc2o1)c1nn([C@@H]2CCCNC2)c2ncncc12,457.45,0.435
CHEMBL6024312,C=CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4ccccc4o3)c3c(N)ncnc32)C1,IC50,16.9,7.772113295386326,1,O=C(Nc1nc2ccccc2o1)c1nn([C@@H]2CCCNC2)c2ncncc12,432.44,0.467
CHEMBL5811320,C=CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4ncccc4o3)c3c(N)ncnc32)C1,IC50,28.4,7.546681659952962,1,O=C(Nc1nc2ncccc2o1)c1nn([C@@H]2CCCNC2)c2ncncc12,433.43,0.455
CHEMBL4099254,C=CC(=O)N1CCC[C@@H](n2nc(C3CC3)c3c(N)ncnc32)C1,IC50,110.0,6.958607314841775,1,c1ncc2c(C3CC3)nn([C@@H]3CCCNC3)c2n1,312.38,0.87
CHEMBL4060919,C=CC(=O)N1CCC[C@@H](n2nc(Cc3ccccc3)c3c(N)ncnc32)C1,IC50,3.0,8.522878745280337,1,c1ccc(Cc2nn([C@@H]3CCCNC3)c3ncncc23)cc1,362.44,0.72
CHEMBL4091966,C=CC(=O)N1CCC[C@@H](n2nc(I)c3c(N)ncnc32)C1,IC50,20.0,7.698970004336018,1,c1ncc2cnn([C@@H]3CCCNC3)c2n1,398.21,0.61
CHEMBL4094527,C=CC(=O)N1CCC[C@@H](n2ncc3c(N)ncnc32)C1,IC50,1600.0,5.795880017344075,0,c1ncc2cnn([C@@H]3CCCNC3)c2n1,272.31,0.815
CHEMBL4593230,C=CC(=O)N1CCC[C@@H]1COc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)nc2[nH]cc(-c3cncc(NC)n3)c12,IC50,150.0,6.823908740944318,1,c1cnc(-c2c[nH]c3nc(Nc4ccc(N5CCNCC5)cc4)nc(OC[C@H]4CCCN4)c23)cn1,596.7,0.246
CHEMBL4061473,C=CC(=O)N1CCC[C@@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,IC50,3.1,8.508638306165727,1,c1ccc(Nc2cc(-c3[nH]c(SC[C@H]4CCCN4)nc3-c3ccccc3)ccn2)cc1,499.62,0.22
CHEMBL4109796,C=CC(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,IC50,18.75,7.726998727936261,1,c1ccc(Oc2ccc(-c3nn(C[C@H]4CCCN4)c4ncncc34)cc2)cc1,440.51,0.454
CHEMBL5897641,C=CC(=O)N1CCC[C@H](N(C)c2nc(-c3cnn(C)c3)c3c(c2F)CNC3=O)C1,IC50,10000.0,5.0,0,O=C1NCc2cc(N[C@H]3CCCNC3)nc(-c3cn[nH]c3)c21,398.44,0.789
CHEMBL3087207,C=CC(=O)N1CCC[C@H](N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,IC50,204.1,6.690156995283929,1,O=C1N(Cc2ccccc2)Cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2N1[C@H]1CCCNC1,596.74,0.389
CHEMBL5739782,C=CC(=O)N1CCC[C@H](Nc2nc(-c3cnn(C)c3)c3c(c2F)CNC3=O)[C@@H]1C,IC50,6817.0,5.166406706001543,0,O=C1NCc2cc(N[C@H]3CCCNC3)nc(-c3cn[nH]c3)c21,398.44,0.767
CHEMBL6003806,C=CC(=O)N1CCC[C@H](Nc2nc(Nc3ccc(C=C)nc3)ncc2F)C1,IC50,550.0,6.259637310505756,1,c1cncc(Nc2nccc(N[C@H]3CCCNC3)n2)c1,368.42,0.763
CHEMBL5922999,C=CC(=O)N1CCC[C@H](Nc2nc(Nc3ccc(N4CCOCC4)cc3)c3c(c2F)CNC3=O)C1,IC50,4132.0,5.383839687152417,0,O=C1NCc2cc(N[C@H]3CCCNC3)nc(Nc3ccc(N4CCOCC4)cc3)c21,480.54,0.547
CHEMBL5790361,C=CC(=O)N1CCC[C@H](Nc2nc(Nc3ccc(OC)cc3)ncc2F)C1,IC50,1000.0,5.999999999999999,0,c1ccc(Nc2nccc(N[C@H]3CCCNC3)n2)cc1,371.42,0.76
CHEMBL5831631,C=CC(=O)N1CCC[C@H](Nc2nc(Nc3ccc(OC)nc3)ncc2F)C1,IC50,550.0,6.259637310505756,1,c1cncc(Nc2nccc(N[C@H]3CCCNC3)n2)c1,372.4,0.752
CHEMBL5836438,C=CC(=O)N1CCC[C@H](Nc2nc(Nc3cccc(OC)c3)ncc2F)C1,IC50,1000.0,5.999999999999999,0,c1ccc(Nc2nccc(N[C@H]3CCCNC3)n2)cc1,371.42,0.76
CHEMBL4468148,C=CC(=O)N1CCC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1,IC50,550.0,6.259637310505756,1,c1ccc(Oc2ccc(-c3cncnc3N[C@H]3CCCNC3)cc2)cc1,415.5,0.589
CHEMBL6054383,C=CC(=O)N1CCC[C@H](Oc2nc(Nc3ccc(OC)nc3)ncc2F)C1,IC50,1000.0,5.999999999999999,0,c1cncc(Nc2nccc(O[C@H]3CCCNC3)n2)c1,373.39,0.777
CHEMBL3991931,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Kd,19.0,7.721246399047171,1,O=c1n(-c2ccc(Oc3ccccc3)cc2)c2cncnc2n1[C@H]1CCCNC1,456.51,0.462
CHEMBL5278149,C=CC(=O)N1CCC[C@H](n2nc(-c3c(C)cc(Oc4ccccc4)cc3C)c3c(N)ncnc32)C1,IC50,10000.0,5.0,0,c1ccc(Oc2ccc(-c3nn([C@H]4CCCNC4)c4ncncc34)cc2)cc1,468.56,0.421
CHEMBL5567982,C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3c(C)ncnc32)C1,IC50,5000.0,5.301029995663981,0,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@H]3CCCNC3)c2n1,507.6,0.306
CHEMBL5559677,C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(C)c3)c3c(C)ncnc32)CC1,IC50,5000.0,5.301029995663981,0,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn([C@H]3CCCNCC3)c2n1,521.63,0.283
CHEMBL6048351,C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c(C(N)=O)c2N)C1,IC50,802.0,6.095825631715837,1,c1ccc(Oc2ccc(-c3ccn([C@H]4CCCNC4)n3)cc2)cc1,431.5,0.581
CHEMBL3647964,C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,IC50,1.2,8.920818753952373,1,c1ccc(Oc2ccc(-c3nn([C@H]4CCCNC4)c4ncncc34)cc2)cc1,440.51,0.467
CHEMBL5271284,C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3C)c3c(N)ncnc32)C1,IC50,197.0,6.705533773838407,1,c1ccc(Oc2ccc(-c3nn([C@H]4CCCNC4)c4ncncc34)cc2)cc1,454.53,0.445
CHEMBL5286014,C=CC(=O)N1CCC[C@H](n2nc(C(=O)c3ccc(CC(=O)N(C)C)c(C)c3C)c3c(N)ncnc32)C1,IC50,65.0,7.187086643357144,1,O=C(c1ccccc1)c1nn([C@H]2CCCNC2)c2ncncc12,489.58,0.415
CHEMBL569880,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC,IC50,9.0,8.045757490560675,1,O=C(Nc1ccc2ncnc(Nc3ccccc3)c2c1)[C@@H]1CCCN1,531.95,0.239
CHEMBL571040,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,IC50,13.0,7.886056647693162,1,O=C(Nc1ccc2ncnc(Nc3ccccc3)c2c1)[C@@H]1CCCN1,513.96,0.324
CHEMBL4543893,C=CC(=O)N1CCC[C@H]1COc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)nc2[nH]cc(-c3cncc(NC)n3)c12,IC50,1975.0,5.704432900037521,0,c1cnc(-c2c[nH]c3nc(Nc4ccc(N5CCNCC5)cc4)nc(OC[C@@H]4CCCN4)c23)cn1,596.7,0.246
CHEMBL4070707,C=CC(=O)N1CCC[C@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,IC50,1.9,8.72124639904717,1,c1ccc(Nc2cc(-c3[nH]c(SC[C@@H]4CCCN4)nc3-c3ccccc3)ccn2)cc1,499.62,0.22
CHEMBL3910496,C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,IC50,2.298,8.638649975647732,1,c1ccc(Oc2ccc(-c3nn(C[C@@H]4CCCN4)c4ncncc34)cc2)cc1,440.51,0.454
CHEMBL6022533,C=CC(=O)N1CCC[C@H]1c1nc(-c2ccc(OCc3c(F)cccc3F)cc2)c2cnccn12,IC50,5500.0,5.259637310505755,0,c1ccc(COc2ccc(-c3nc([C@@H]4CCCN4)n4ccncc34)cc2)cc1,460.48,0.376
CHEMBL5929019,C=CC(=O)N1CCC[C@H]1c1nc(-c2ccc(Oc3cccc(F)c3F)cc2)c2cnccn12,IC50,5500.0,5.259637310505755,0,c1ccc(Oc2ccc(-c3nc([C@@H]4CCCN4)n4ccncc34)cc2)cc1,446.46,0.39
CHEMBL6019588,C=CC(=O)N1CCC[C@H]1c1nc(-c2ccc(Oc3cccc(OC)c3)cc2)c2cnccn12,IC50,5500.0,5.259637310505755,0,c1ccc(Oc2ccc(-c3nc([C@@H]4CCCN4)n4ccncc34)cc2)cc1,440.5,0.393
CHEMBL5926724,C=CC(=O)N1CCC[C@H]1c1nc(-c2ccc(Oc3cccc(OC)c3F)cc2)c2cnccn12,IC50,5500.0,5.259637310505755,0,c1ccc(Oc2ccc(-c3nc([C@@H]4CCCN4)n4ccncc34)cc2)cc1,458.49,0.372
CHEMBL3922120,C=CC(=O)N1CCCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,IC50,0.25,9.60205999132796,1,c1ccc(Oc2ccc(-c3cc4[nH]c5c(n4n3)CNCCC5)cc2)cc1,441.49,0.461
CHEMBL5178180,C=CC(=O)N1CCN(C(=O)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)[C@H](C)C1,IC50,0.34,9.468521082957745,1,O=C(Oc1ccc2ncnc(Nc3ccccc3)c2c1)N1CCNCC1,499.93,0.52
CHEMBL2408827,C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4ccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)cc4)n3)c(OC)c2)CC1,IC50,410.0,6.3872161432802645,1,O=S(=O)(c1ccccc1)c1[nH+]onc1OCc1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,720.16,0.141
CHEMBL2408830,C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1,IC50,45.0,7.346787486224656,1,O=S(=O)(c1ccccc1)c1[nH+]onc1OCc1cccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)c1,720.16,0.141
CHEMBL5975589,C=CC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Nc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,490.92,0.352
CHEMBL5910157,C=CC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Nc3ncnc4ccc5c(c34)OCCN5)cc2)nc1,473.92,0.398
CHEMBL5972050,C=CC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)cc3)c21,IC50,50.0,7.30102999566398,1,c1ccc(Oc2ccc(Nc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,424.46,0.451
CHEMBL5848199,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccc(F)cc4)cc3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,457.46,0.377
CHEMBL5982624,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4cccc(F)c4)c(Cl)c3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,491.91,0.322
CHEMBL5964890,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4cccc(F)c4)cc3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,457.46,0.377
CHEMBL5956688,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccccc4F)cc3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,457.46,0.377
CHEMBL5958525,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccccn4)c(Cl)c3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)nc1,474.9,0.365
CHEMBL5954346,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccccn4)cc3)c21,IC50,50.0,7.30102999566398,1,c1ccc(COc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)nc1,440.46,0.413
CHEMBL6003678,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(Oc4ccc(F)cc4)cc3)c21,IC50,50.0,7.30102999566398,1,c1ccc(Oc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,443.43,0.392
CHEMBL5813129,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(Oc4ccccc4)cc3)c21,IC50,50.0,7.30102999566398,1,c1ccc(Oc2ccc(Oc3ncnc4ccc5c(c34)OCCN5)cc2)cc1,425.44,0.413
